tags,split,n_sample,feature,ngram,pelle,f1_mean_test_score,n_estimators,max_features,max_depth,min_samples_split,min_samples_leaf,bootstrap,class_weight,created
"[BOW][NG(1, 1)][PELLE]",1,32,BOW,"(1, 1)",1,0.15,1600,auto,40,5,2,True,{1: 1},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,33,BOW,"(1, 1)",1,0.55,400,sqrt,100,10,4,False,{1: 8},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,34,BOW,"(1, 1)",1,0.45,2000,auto,20,2,1,True,balanced,2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,35,BOW,"(1, 1)",1,0.51,1800,auto,110,2,2,False,{1: 2},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,36,BOW,"(1, 1)",1,0.2,1200,sqrt,50,2,2,True,{1: 1},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,37,BOW,"(1, 1)",1,0.55,600,sqrt,90,5,4,False,{1: 4},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,38,BOW,"(1, 1)",1,0.43,2000,sqrt,110,2,1,True,balanced,2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,39,BOW,"(1, 1)",1,0.54,1800,sqrt,20,10,4,False,{1: 8},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,40,BOW,"(1, 1)",1,0.43,1600,auto,80,2,1,True,balanced,2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,41,BOW,"(1, 1)",1,0.51,600,sqrt,40,2,1,False,{1: 2},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,42,BOW,"(1, 1)",1,0.54,1000,auto,40,10,2,True,{1: 8},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,43,BOW,"(1, 1)",1,0.33,1400,sqrt,80,5,2,True,{1: 1},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,44,BOW,"(1, 1)",1,0.35,200,sqrt,100,10,1,True,{1: 1},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,45,BOW,"(1, 1)",1,0.54,1800,auto,20,5,1,True,{1: 6},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,46,BOW,"(1, 1)",1,0.49,600,sqrt,90,5,1,False,balanced,2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,47,BOW,"(1, 1)",1,0.54,1600,sqrt,10,10,4,False,{1: 6},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,48,BOW,"(1, 1)",1,0.52,1600,auto,,2,1,True,{1: 6},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,49,BOW,"(1, 1)",1,0.54,600,sqrt,10,2,4,True,{1: 6},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,50,BOW,"(1, 1)",1,0.55,1200,sqrt,110,10,1,True,{1: 6},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,51,BOW,"(1, 1)",1,0.54,800,sqrt,90,10,4,True,{1: 6},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,52,BOW,"(1, 1)",1,0.55,800,sqrt,110,2,4,True,{1: 4},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,53,BOW,"(1, 1)",1,0.54,800,sqrt,90,2,4,True,{1: 6},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,54,BOW,"(1, 1)",1,0.54,1400,auto,20,2,2,True,{1: 8},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,55,BOW,"(1, 1)",1,0.54,1600,sqrt,10,5,2,False,{1: 8},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,56,BOW,"(1, 1)",1,0.11,600,sqrt,30,2,1,True,{1: 1},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,57,BOW,"(1, 1)",1,0.55,1200,auto,110,10,1,False,{1: 6},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,58,BOW,"(1, 1)",1,0.55,2000,sqrt,60,10,1,False,{1: 6},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,59,BOW,"(1, 1)",1,0.54,200,sqrt,20,2,1,False,{1: 6},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,60,BOW,"(1, 1)",1,0.55,800,auto,110,10,4,False,{1: 6},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,61,BOW,"(1, 1)",1,0.2,1600,sqrt,40,2,2,False,{1: 1},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,62,BOW,"(1, 1)",1,0.48,2000,auto,,10,2,False,{1: 1},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,63,BOW,"(1, 1)",1,0.55,1400,sqrt,80,10,2,True,{1: 8},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,64,BOW,"(1, 1)",1,0.55,1400,sqrt,100,2,2,True,{1: 4},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,65,BOW,"(1, 1)",1,0.49,400,sqrt,90,10,2,False,balanced,2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,66,BOW,"(1, 1)",1,0.29,600,sqrt,60,2,1,True,{1: 1},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,67,BOW,"(1, 1)",1,0.49,1200,sqrt,90,10,2,True,balanced,2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,68,BOW,"(1, 1)",1,0.16,800,sqrt,100,5,4,True,{1: 1},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,69,BOW,"(1, 1)",1,0.54,2000,sqrt,10,10,4,False,{1: 8},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,70,BOW,"(1, 1)",1,0.54,1600,auto,10,5,1,False,{1: 4},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,71,BOW,"(1, 1)",1,0.47,400,sqrt,60,2,2,True,balanced,2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,72,BOW,"(1, 1)",1,0.55,800,sqrt,50,5,2,True,{1: 8},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,73,BOW,"(1, 1)",1,0.54,1200,auto,10,2,1,True,{1: 8},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,74,BOW,"(1, 1)",1,0.47,1600,sqrt,30,2,1,False,balanced,2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,75,BOW,"(1, 1)",1,0.55,1600,auto,50,2,4,False,{1: 4},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,76,BOW,"(1, 1)",1,0.55,2000,auto,90,2,4,True,{1: 4},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,77,BOW,"(1, 1)",1,0.54,600,sqrt,60,2,4,True,{1: 6},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,78,BOW,"(1, 1)",1,0.47,200,auto,10,2,2,False,balanced,2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,79,BOW,"(1, 1)",1,0.55,800,auto,30,2,2,True,{1: 4},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,80,BOW,"(1, 1)",1,0.47,1200,sqrt,80,2,1,True,{1: 2},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,81,BOW,"(1, 1)",1,0.5,400,sqrt,10,5,4,True,balanced,2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,82,BOW,"(1, 1)",1,0.16,1600,sqrt,,2,4,True,{1: 1},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,83,BOW,"(1, 1)",1,0.44,1200,sqrt,60,2,1,True,balanced,2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,84,BOW,"(1, 1)",1,0.55,1000,auto,50,5,1,True,{1: 8},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,85,BOW,"(1, 1)",1,0.55,2000,auto,70,2,4,True,{1: 4},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,86,BOW,"(1, 1)",1,0.53,400,sqrt,,10,1,False,{1: 8},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,87,BOW,"(1, 1)",1,0.46,1400,sqrt,60,10,1,True,balanced,2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,88,BOW,"(1, 1)",1,0.54,800,sqrt,30,5,2,False,{1: 8},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,89,BOW,"(1, 1)",1,0.55,800,sqrt,70,10,2,False,{1: 6},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,90,BOW,"(1, 1)",1,0.54,1400,sqrt,30,2,4,False,{1: 8},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,91,BOW,"(1, 1)",1,0.55,1600,auto,100,10,1,False,{1: 6},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,92,BOW,"(1, 1)",1,0.55,200,auto,40,2,1,False,{1: 8},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,93,BOW,"(1, 1)",1,0.55,2000,auto,,2,4,True,{1: 4},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,94,BOW,"(1, 1)",1,0.42,600,sqrt,,5,4,False,{1: 1},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,95,BOW,"(1, 1)",1,0.54,1800,auto,40,10,4,True,{1: 6},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,96,BOW,"(1, 1)",1,0.55,400,auto,110,2,2,False,{1: 4},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,97,BOW,"(1, 1)",1,0.55,1200,sqrt,80,2,2,True,{1: 8},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,98,BOW,"(1, 1)",1,0.55,800,auto,110,2,1,False,{1: 4},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,99,BOW,"(1, 1)",1,0.5,400,auto,,2,2,True,{1: 2},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,100,BOW,"(1, 1)",1,0.55,400,sqrt,,10,1,True,{1: 4},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,101,BOW,"(1, 1)",1,0.55,1800,auto,80,5,2,False,{1: 8},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,102,BOW,"(1, 1)",1,0.55,1800,auto,50,2,1,True,{1: 4},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,103,BOW,"(1, 1)",1,0.52,1400,auto,60,10,2,True,{1: 2},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,104,BOW,"(1, 1)",1,0.51,1400,auto,70,10,4,False,{1: 2},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,105,BOW,"(1, 1)",1,0.37,1800,auto,80,2,4,False,{1: 1},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,106,BOW,"(1, 1)",1,0.4,1400,auto,70,5,1,False,{1: 1},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,107,BOW,"(1, 1)",1,0.55,1400,auto,90,10,4,True,{1: 4},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,108,BOW,"(1, 1)",1,0.08,1800,auto,30,5,2,True,{1: 1},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,109,BOW,"(1, 1)",1,0.54,1600,auto,20,2,4,False,{1: 6},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,110,BOW,"(1, 1)",1,0.5,1600,auto,,5,2,True,balanced,2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,111,BOW,"(1, 1)",1,0.06,1200,sqrt,30,10,4,True,{1: 1},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,112,BOW,"(1, 1)",1,0.05,600,sqrt,20,2,2,False,{1: 1},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,113,BOW,"(1, 1)",1,0.52,1800,auto,60,2,2,True,{1: 2},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,114,BOW,"(1, 1)",1,0.55,600,auto,30,5,2,False,{1: 6},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,115,BOW,"(1, 1)",1,0.54,1400,auto,20,5,4,True,{1: 4},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,116,BOW,"(1, 1)",1,0.47,400,auto,30,2,2,True,balanced,2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,117,BOW,"(1, 1)",1,0.49,1400,sqrt,60,2,2,False,balanced,2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,118,BOW,"(1, 1)",1,0.54,1400,auto,110,2,4,True,{1: 8},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,119,BOW,"(1, 1)",1,0.5,600,sqrt,90,5,2,True,{1: 2},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,120,BOW,"(1, 1)",1,0.32,400,sqrt,80,10,2,True,{1: 1},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,121,BOW,"(1, 1)",1,0.53,1000,auto,110,2,4,True,{1: 2},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,122,BOW,"(1, 1)",1,0.54,800,auto,10,5,2,False,{1: 4},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,123,BOW,"(1, 1)",1,0.55,600,sqrt,60,5,4,False,{1: 6},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,124,BOW,"(1, 1)",1,0.55,600,sqrt,110,10,1,True,{1: 4},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,125,BOW,"(1, 1)",1,0.47,1600,sqrt,10,5,1,False,balanced,2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,126,BOW,"(1, 1)",1,0.0,1200,sqrt,10,10,2,False,{1: 1},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,127,BOW,"(1, 1)",1,0.54,1800,auto,10,5,2,False,{1: 4},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,128,BOW,"(1, 1)",1,0.53,2000,auto,,5,1,False,{1: 6},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,129,BOW,"(1, 1)",1,0.03,1000,sqrt,20,10,1,True,{1: 1},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,130,BOW,"(1, 1)",1,0.55,1600,sqrt,60,5,2,True,{1: 8},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,131,BOW,"(1, 1)",1,0.5,2000,sqrt,60,10,4,False,balanced,2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,132,BOW,"(1, 1)",1,0.55,200,auto,100,2,1,False,{1: 8},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,133,BOW,"(1, 1)",1,0.51,1200,auto,110,2,2,False,{1: 2},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,134,BOW,"(1, 1)",1,0.54,1200,sqrt,10,5,4,True,{1: 8},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,135,BOW,"(1, 1)",1,0.55,1800,auto,50,10,2,False,{1: 8},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,136,BOW,"(1, 1)",1,0.55,600,auto,70,5,2,True,{1: 6},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,137,BOW,"(1, 1)",1,0.51,1400,auto,50,5,1,True,{1: 2},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,138,BOW,"(1, 1)",1,0.55,1800,auto,,2,1,False,balanced,2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,139,BOW,"(1, 1)",1,0.55,200,auto,100,5,1,True,{1: 4},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,140,BOW,"(1, 1)",1,0.48,800,sqrt,50,2,1,False,balanced,2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,141,BOW,"(1, 1)",1,0.55,1000,auto,50,2,4,False,{1: 4},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,142,BOW,"(1, 1)",1,0.55,600,sqrt,10,5,2,False,{1: 2},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,143,BOW,"(1, 1)",1,0.54,2000,auto,10,2,1,False,{1: 8},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,144,BOW,"(1, 1)",1,0.47,600,sqrt,30,10,2,True,balanced,2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,145,BOW,"(1, 1)",1,0.54,200,auto,30,5,4,True,{1: 4},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,146,BOW,"(1, 1)",1,0.54,1200,auto,110,10,4,True,{1: 8},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,147,BOW,"(1, 1)",1,0.55,1400,auto,100,2,4,False,{1: 8},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,148,BOW,"(1, 1)",1,0.55,600,sqrt,100,5,1,False,{1: 6},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,149,BOW,"(1, 1)",1,0.55,600,sqrt,80,10,4,False,{1: 4},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,150,BOW,"(1, 1)",1,0.45,1400,auto,20,10,1,True,balanced,2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,151,BOW,"(1, 1)",1,0.53,1800,sqrt,,2,1,False,{1: 4},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,152,BOW,"(1, 1)",1,0.55,400,auto,50,5,2,False,{1: 6},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,153,BOW,"(1, 1)",1,0.54,1200,sqrt,20,5,4,False,{1: 8},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,154,BOW,"(1, 1)",1,0.55,2000,auto,110,5,1,False,{1: 6},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,155,BOW,"(1, 1)",1,0.52,1800,auto,40,5,2,False,{1: 2},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,156,BOW,"(1, 1)",1,0.54,600,sqrt,30,2,2,False,{1: 8},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,157,BOW,"(1, 1)",1,0.32,1000,sqrt,50,2,1,False,{1: 1},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,158,BOW,"(1, 1)",1,0.48,1600,sqrt,,10,2,False,{1: 1},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,159,BOW,"(1, 1)",1,0.48,1000,sqrt,110,2,1,False,{1: 2},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,160,BOW,"(1, 1)",1,0.54,600,auto,10,2,2,False,{1: 8},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,161,BOW,"(1, 1)",1,0.54,1200,sqrt,10,10,1,True,{1: 6},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,162,BOW,"(1, 1)",1,0.55,200,auto,,10,4,False,{1: 4},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,163,BOW,"(1, 1)",1,0.55,800,sqrt,90,10,2,True,{1: 8},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,164,BOW,"(1, 1)",1,0.55,800,auto,50,10,4,False,{1: 6},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,165,BOW,"(1, 1)",1,0.52,400,sqrt,50,10,2,False,{1: 2},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,166,BOW,"(1, 1)",1,0.51,200,auto,110,2,4,False,balanced,2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,167,BOW,"(1, 1)",1,0.55,1000,auto,70,5,1,True,{1: 4},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,168,BOW,"(1, 1)",1,0.53,1000,auto,,5,4,True,{1: 2},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,169,BOW,"(1, 1)",1,0.55,1400,auto,100,10,2,False,{1: 6},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,170,BOW,"(1, 1)",1,0.49,1800,auto,100,10,2,True,balanced,2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,171,BOW,"(1, 1)",1,0.55,1400,auto,20,2,1,False,{1: 4},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,172,BOW,"(1, 1)",1,0.55,200,sqrt,90,10,2,False,{1: 4},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,173,BOW,"(1, 1)",1,0.49,2000,sqrt,60,2,4,True,balanced,2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,174,BOW,"(1, 1)",1,0.55,600,auto,90,5,1,False,{1: 6},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,175,BOW,"(1, 1)",1,0.34,1800,sqrt,60,10,4,False,{1: 1},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,176,BOW,"(1, 1)",1,0.55,1000,auto,80,5,1,True,{1: 6},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,177,BOW,"(1, 1)",1,0.54,400,sqrt,10,5,1,False,{1: 4},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,178,BOW,"(1, 1)",1,0.55,2000,sqrt,40,2,4,False,{1: 6},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,179,BOW,"(1, 1)",1,0.54,1600,auto,10,5,1,True,{1: 8},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,180,BOW,"(1, 1)",1,0.54,400,sqrt,10,2,2,True,{1: 8},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,181,BOW,"(1, 1)",1,0.54,2000,auto,70,2,4,True,{1: 6},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,182,BOW,"(1, 1)",1,0.39,600,sqrt,70,10,1,False,{1: 1},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,183,BOW,"(1, 1)",1,0.54,600,sqrt,30,2,1,True,{1: 8},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,184,BOW,"(1, 1)",1,0.06,800,sqrt,30,10,4,True,{1: 1},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,185,BOW,"(1, 1)",1,0.5,400,auto,60,5,4,False,balanced,2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,186,BOW,"(1, 1)",1,0.35,1600,auto,90,10,1,True,{1: 1},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,187,BOW,"(1, 1)",1,0.29,1600,sqrt,60,5,2,False,{1: 1},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,188,BOW,"(1, 1)",1,0.55,800,sqrt,90,2,1,True,{1: 6},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,189,BOW,"(1, 1)",1,0.54,1000,auto,20,10,2,False,{1: 6},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,190,BOW,"(1, 1)",1,0.52,1600,auto,50,5,2,False,{1: 2},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,191,BOW,"(1, 1)",1,0.55,200,sqrt,90,2,4,True,{1: 6},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,192,BOW,"(1, 1)",1,0.2,1600,auto,40,5,2,False,{1: 1},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,193,BOW,"(1, 1)",1,0.55,1400,auto,30,5,1,False,{1: 6},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,194,BOW,"(1, 1)",1,0.54,1000,sqrt,40,2,4,True,{1: 8},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,195,BOW,"(1, 1)",1,0.54,1400,auto,10,5,1,False,{1: 8},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,196,BOW,"(1, 1)",1,0.49,1400,auto,80,5,2,True,balanced,2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,197,BOW,"(1, 1)",1,0.54,1400,sqrt,20,10,1,True,{1: 4},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,198,BOW,"(1, 1)",1,0.55,1800,sqrt,40,5,1,False,{1: 6},2021-04-20
"[BOW][NG(1, 1)][PELLE]",1,199,BOW,"(1, 1)",1,0.55,1000,sqrt,50,10,1,True,{1: 6},2021-04-20
"[TFIDF][NG(1, 1)][PELLE]",1,0,TFIDF,"(1, 1)",1,0.55,1000,auto,,5,4,False,{1: 6},2021-04-20
"[TFIDF][NG(1, 1)][PELLE]",1,1,TFIDF,"(1, 1)",1,0.2,1200,sqrt,40,5,2,False,{1: 1},2021-04-20
"[TFIDF][NG(1, 1)][PELLE]",1,2,TFIDF,"(1, 1)",1,0.47,200,sqrt,50,10,2,True,balanced,2021-04-20
"[TFIDF][NG(1, 1)][PELLE]",1,3,TFIDF,"(1, 1)",1,0.53,200,sqrt,60,10,4,True,{1: 2},2021-04-20
"[TFIDF][NG(1, 1)][PELLE]",1,4,TFIDF,"(1, 1)",1,0.55,1200,sqrt,,2,4,False,{1: 4},2021-04-20
"[TFIDF][NG(1, 1)][PELLE]",1,5,TFIDF,"(1, 1)",1,0.54,1000,auto,70,10,4,True,{1: 8},2021-04-20
"[TFIDF][NG(1, 1)][PELLE]",1,6,TFIDF,"(1, 1)",1,0.54,1000,sqrt,30,2,2,True,{1: 8},2021-04-20
"[TFIDF][NG(1, 1)][PELLE]",1,7,TFIDF,"(1, 1)",1,0.55,1800,sqrt,30,2,4,False,{1: 6},2021-04-20
"[TFIDF][NG(1, 1)][PELLE]",1,8,TFIDF,"(1, 1)",1,0.5,1200,sqrt,110,10,2,True,{1: 2},2021-04-20
"[TFIDF][NG(1, 1)][PELLE]",1,9,TFIDF,"(1, 1)",1,0.43,200,sqrt,100,10,1,False,{1: 1},2021-04-20
"[TFIDF][NG(1, 1)][PELLE]",1,10,TFIDF,"(1, 1)",1,0.55,1400,sqrt,10,5,1,True,{1: 2},2021-04-20
"[TFIDF][NG(1, 1)][PELLE]",1,11,TFIDF,"(1, 1)",1,0.55,600,auto,30,2,1,False,{1: 6},2021-04-20
"[TFIDF][NG(1, 1)][PELLE]",1,12,TFIDF,"(1, 1)",1,0.49,800,auto,90,10,1,False,balanced,2021-04-20
"[TFIDF][NG(1, 1)][PELLE]",1,13,TFIDF,"(1, 1)",1,0.54,800,auto,40,10,1,True,{1: 8},2021-04-20
"[TFIDF][NG(1, 1)][PELLE]",1,14,TFIDF,"(1, 1)",1,0.39,800,auto,60,2,1,False,{1: 1},2021-04-20
"[TFIDF][NG(1, 1)][PELLE]",1,15,TFIDF,"(1, 1)",1,0.55,600,auto,110,5,2,True,{1: 4},2021-04-20
"[TFIDF][NG(1, 1)][PELLE]",1,16,TFIDF,"(1, 1)",1,0.5,1200,auto,100,2,4,True,balanced,2021-04-20
"[TFIDF][NG(1, 1)][PELLE]",1,17,TFIDF,"(1, 1)",1,0.47,2000,auto,50,5,2,True,balanced,2021-04-20
"[TFIDF][NG(1, 1)][PELLE]",1,18,TFIDF,"(1, 1)",1,0.55,800,sqrt,100,10,1,False,{1: 6},2021-04-20
"[TFIDF][NG(1, 1)][PELLE]",1,19,TFIDF,"(1, 1)",1,0.03,800,sqrt,20,2,1,True,{1: 1},2021-04-20
"[TFIDF][NG(1, 1)][PELLE]",1,20,TFIDF,"(1, 1)",1,0.48,400,sqrt,60,2,1,True,{1: 2},2021-04-20
"[TFIDF][NG(1, 1)][PELLE]",1,21,TFIDF,"(1, 1)",1,0.5,400,auto,50,5,1,True,{1: 2},2021-04-20
"[TFIDF][NG(1, 1)][PELLE]",1,22,TFIDF,"(1, 1)",1,0.5,200,sqrt,,2,2,True,{1: 2},2021-04-20
"[TFIDF][NG(1, 1)][PELLE]",1,23,TFIDF,"(1, 1)",1,0.55,1800,sqrt,20,5,1,False,{1: 2},2021-04-20
"[TFIDF][NG(1, 1)][PELLE]",1,24,TFIDF,"(1, 1)",1,0.55,2000,auto,90,10,2,False,{1: 4},2021-04-20
"[TFIDF][NG(1, 1)][PELLE]",1,25,TFIDF,"(1, 1)",1,0.54,2000,sqrt,20,10,2,False,{1: 4},2021-04-20
"[TFIDF][NG(1, 1)][PELLE]",1,26,TFIDF,"(1, 1)",1,0.54,1400,sqrt,,2,1,True,{1: 2},2021-04-20
"[TFIDF][NG(1, 1)][PELLE]",1,27,TFIDF,"(1, 1)",1,0.54,1400,auto,10,10,1,True,{1: 6},2021-04-20
